Id,MlsNumber,BathroomTotal,Bedrooms,SizeInterior,StoriesTotal,Type,AreaUnformatted,HalfBathTotal,PriceUnformattedValue,Longitude,Latitude
27406094,A2165026,3,4 + 0,1907 sqft,2,House,1907 sqft,1,799000,-114.183612512,51.088112109
27406073,A2164908,1,2 + 0,691 sqft,26,Apartment,691 sqft,0,299000,-114.086705959,51.043511968
27406072,A2165155,1,1 + 0,602 sqft,3,Apartment,602 sqft,0,225000,-114.074575673,50.990981489
27405938,A2165194,4,3 + 1,2298 sqft,2,House,2298 sqft,1,1450000,-114.025574272,51.041412946
27405926,A2165077,5,5 + 2,2559.26 sqft,2,House,2559 sqft,1,1259900,-114.125616692,51.027361962
27405801,A2164755,1,2 + 0,750 sqft,3,Apartment,750 sqft,0,270000,-114.069546084,51.033641563
27405793,A2165193,3,3 + 0,1563.26 sqft,2,House,1563 sqft,1,659900,-114.148611395,51.175231282
27405485,A2164085,4,3 + 1,1885 sqft,2,Duplex,1885 sqft,1,799900,-114.14649469,51.038693553
27405419,A2155225,1,1 + 0,430 sqft,4,Apartment,430 sqft,0,300000,-114.051665133,51.055663427
27405415,A2164934,1,1 + 0,400.04 sqft,31,Apartment,400 sqft,0,294900,-114.076081161,51.043417455
27405414,A2165076,2,2 + 0,835 sqft,4,Apartment,835 sqft,0,309900,-113.963602228,51.164065479
27405361,A2164967,2,3 + 0,1202.46 sqft,2,Duplex,1202 sqft,1,449900,-113.945596294,51.074931005
27405273,A2165231,3,2 + 0,1587 sqft,3,Row / Townhouse,1587 sqft,1,545900,-114.213582449,51.061217423
27405272,A2164226,4,3 + 0,2045.89 sqft,3,Row / Townhouse,2046 sqft,2,639900,-113.978034783,50.865626695
27405266,A2164898,4,4 + 1,2939.75 sqft,2,House,2940 sqft,1,1750000,-114.221209114,51.04968456
27405264,A2165009,4,3 + 1,1537.58 sqft,2,Row / Townhouse,1538 sqft,1,549900,-114.154769096,51.125553477
27405178,A2164064,2,2 + 0,690.74 sqft,31,Apartment,691 sqft,0,449900,-114.076081161,51.043417455
27405177,A2164843,3,3 + 0,1664.19 sqft,2,House,1664 sqft,1,799900,-114.040582231,51.057707638
27405163,A2164988,4,1 + 3,1636 sqft,1,House,1636 sqft,1,899000,-114.177329,51.0286442
27405071,A2164757,3,4 + 0,2283.02 sqft,2,House,2283 sqft,0,841939,-114.11198616,51.187295653
27404911,A2159414,4,3 + 1,2477.9 sqft,2,House,2478 sqft,2,899900,-114.097975075,50.924316753
27404840,A2165221,1,1 + 0,507.4 sqft,4,Apartment,507 sqft,0,280000,-114.001993,50.8743303
27404837,A2162177,3,3 + 0,1503.45 sqft,2,House,1503 sqft,1,649900,-113.9526557,51.1677413
27404835,A2163270,2,2 + 0,1235 sqft,2,Apartment,1235 sqft,0,415000,-114.184875607,51.063418931
27404703,A2164688,3,3 + 0,1666.71 sqft,2,House,1667 sqft,1,919000,-114.097340369,51.052775539
27404698,A2164719,4,3 + 1,1998.5 sqft,2,House,1998 sqft,1,1475000,-114.078891398,51.02119944
27404697,A2164872,4,3 + 1,1964 sqft,2,House,1964 sqft,1,799900,-114.255751767,51.150260121
27404696,A2161008,2,2 + 0,844 sqft,4,Apartment,844 sqft,0,400000,-113.938137544,50.898481724
27404619,A2162460,1,1 + 0,560.8 sqft,7,Apartment,561 sqft,0,229900,-114.07197996,51.035787465
27404203,A2162147,1,2 + 0,485.1 sqft,13,Apartment,485 sqft,0,315000,-114.128201446,51.086995311
27404191,A2164312,5,3 + 0,3182 sqft,3,House,3182 sqft,1,4399000,-114.0732734,51.0625549
27404190,A2154770,4,3 + 1,2765.82 sqft,2,Row / Townhouse,2766 sqft,1,1340000,-114.078545963,51.035420951
27404188,A2165212,3,2 + 0,1440.8 sqft,2,Row / Townhouse,1441 sqft,1,499900,-113.95905777,50.897534753
27404115,A2165136,5,4 + 3,3589 sqft,2,House,3589 sqft,0,1374888,-114.077587041,51.16758529
27403777,A2164949,3,4 + 0,2352 sqft,2,House,2352 sqft,0,825000,-113.96343212,51.145028795
27403773,A2165124,2,2 + 3,947 sqft,,House,947 sqft,0,574900,-113.964271992,51.069139727
27403699,A2162679,2,3 + 1,1049 sqft,1,House,1049 sqft,0,625000,-114.247173059,51.126077895
27403608,A2164172,2,2 + 0,845 sqft,5,Apartment,845 sqft,0,319900,-114.2086422,51.1275997
27403606,A2164913,3,3 + 0,1644.13 sqft,2,Duplex,1644 sqft,1,624900,-113.937094,51.1674273
27403605,A2164573,1,2 + 0,1040 sqft,2,House,1040 sqft,0,695000,-114.045278543,51.052249735
27403604,A2163229,3,3 + 0,1729 sqft,2,House,1729 sqft,1,629900,-113.88455946,50.910016424
27403484,A2165197,2,2 + 0,860 sqft,1,House,860 sqft,1,749900,-114.08370481,51.05680666
27403482,A2164653,4,3 + 1,3396 sqft,,House,3396 sqft,1,2825000,-114.113222424,51.060322957
27403392,A2139831,3,2 + 0,1388 sqft,3,Row / Townhouse,1388 sqft,1,429900,-113.960566208,50.897240557
27403362,A2163797,3,2 + 0,1229 sqft,2,Row / Townhouse,1229 sqft,1,500000,-113.954096014,50.883614011
27403342,A2164754,2,2 + 0,759 sqft,4,Apartment,759 sqft,0,319900,-114.14037829,51.165555102
27403341,A2160406,2,2 + 0,1199.49 sqft,5,Apartment,1199 sqft,0,469000,-114.2136139,51.0131838
27403339,A2163433,3,3 + 0,1594.22 sqft,3,Row / Townhouse,1594 sqft,1,485000,-113.940467922,51.165001017
27403337,A2165065,3,3 + 0,1576 sqft,2,House,1576 sqft,1,654900,-114.12596068,50.913178829
27403328,A2165191,3,2 + 0,1592.43 sqft,,Row / Townhouse,1592 sqft,1,559000,-114.213353544,51.062093973
27403327,A2164410,3,3 + 1,2082.66 sqft,2,House,2083 sqft,1,830000,-114.2529216,51.1239776
27403320,A2157134,3,3 + 0,1486.62 sqft,3,Row / Townhouse,1487 sqft,1,500000,-114.03766083,50.872294802
27403167,A2165129,3,3 + 0,1804.3 sqft,2,House,1804 sqft,1,699900,-114.07393967,51.156755606
27403162,A2164625,2,2 + 0,1047.9 sqft,6,Apartment,1048 sqft,0,429900,-113.9614729,51.1642158
27403040,A2164602,3,2 + 1,2053.11 sqft,2,Row / Townhouse,2053 sqft,0,649900,-114.250262548,51.090589495
27403038,A2164431,4,4 + 1,2732.94 sqft,3,Duplex,2733 sqft,1,1479000,-114.124102641,51.056646383
27402998,A2165161,3,3 + 0,1797 sqft,2,House,1797 sqft,1,699900,-114.1100663,51.1845927
27402949,A2164605,1,2 + 0,841.52 sqft,4,Apartment,842 sqft,0,385000,-114.073678851,51.038725838
27402946,A2165154,1,1 + 0,793.72 sqft,26,Apartment,794 sqft,0,294800,-114.086705959,51.043511968
27402852,A2164027,2,3 + 0,741 sqft,4,Apartment,741 sqft,0,414900,-114.051665133,51.055663427
27402816,A2165112,1,2 + 0,851 sqft,3,Apartment,851 sqft,0,264500,-114.153995732,51.039204885
27402806,A2165063,3,3 + 0,1391 sqft,3,Row / Townhouse,1391 sqft,0,464900,-113.953393077,51.155227907
27402664,A2164963,7,5 + 3,2735.08 sqft,2,House,2735 sqft,0,2050000,-114.114379,51.0762914
27402541,A2164445,1,2 + 0,700.68 sqft,4,Apartment,701 sqft,0,345000,-114.04664,51.15368
27402389,A2164505,1,1 + 0,687.4 sqft,34,Apartment,687 sqft,0,300000,-114.060303692,51.038832701
27402195,A2165101,4,3 + 1,1513 sqft,2,House,1513 sqft,1,699900,-113.9409373,51.168886
27402121,A2165013,3,3 + 1,845.51 sqft,,House,846 sqft,0,535000,-113.931090221,51.093915553
27401949,A2164975,2,2 + 0,1220.3 sqft,1,House,1220 sqft,0,799900,-114.145832531,51.035443947
27401944,A2164749,3,3 + 0,2067.23 sqft,2,House,2067 sqft,1,799902,-114.112393567,51.187382075
27401874,A2165073,4,3 + 1,2017.18 sqft,2,House,2017 sqft,1,759900,-113.964355571,50.89735098
27401797,A2164994,4,3 + 0,1255.56 sqft,2,Row / Townhouse,1256 sqft,1,439900,-114.0545201,51.1609507
27401796,A2164710,5,5 + 0,2671.67 sqft,2,House,2672 sqft,1,908233,-114.112296528,51.187371988
27401524,A2164587,2,2 + 0,859.72 sqft,3,Apartment,860 sqft,0,344900,-113.960165092,51.159099962
27401521,A2164651,4,3 + 2,1802 sqft,3,House,1802 sqft,1,764000,-114.1685828,51.1867804
